National Instruments Acquisition
Time    Volt001
0.210449 0.000003
0.210938 -0.000064
0.211426 0.000022
0.211914 -0.000023
0.212402 -0.000027
0.212891 0.000160
0.213379 0.000089
0.213867 -0.000053
0.214355 -0.000019
0.214844 -0.000034
0.215332 0.000022
0.215820 -0.000083
0.216309 -0.000079
0.216797 0.000093
0.217285 -0.000075
0.217773 -0.000038
0.218262 0.000033
0.218750 0.000011
0.219238 -0.000034
0.219727 -0.000161
0.220215 0.000089
0.220703 0.000071
0.221191 0.000003
0.221680 0.000063
0.222168 -0.000094
0.222656 0.000056
0.223145 0.000022
0.223633 0.000003
0.224121 0.000059
0.224609 -0.000086
0.225098 0.000029
0.225586 0.000086
0.226074 0.000078
0.226563 0.000022
0.227051 -0.000056
0.227539 -0.000172
0.228027 -0.000105
0.228516 0.000086
0.229004 -0.000060
0.229492 -0.000068
0.229980 -0.000027
0.230469 0.000011
0.230957 0.000056
0.231445 -0.000023
0.231934 -0.000023
0.232422 0.000041
0.232910 -0.000008
0.233398 -0.000015
0.233887 0.000018
0.234375 -0.000083
0.234863 0.000056
0.235352 -0.000004
0.235840 -0.000124
0.236328 0.000033
0.236816 0.000026
0.237305 0.000056
0.237793 0.000037
0.238281 -0.000045
0.238770 -0.000027
0.239258 -0.000056
0.239746 -0.000150
0.240234 -0.000098
0.240723 0.000044
0.241211 0.000044
0.241699 0.000018
0.242188 0.000067
0.242676 0.000056
0.243164 -0.000045
0.243652 0.000003
0.244141 0.000108
0.244629 0.000086
0.245117 -0.000034
0.245605 -0.000056
0.246094 0.000104
0.246582 0.000037
0.247070 -0.000038
0.247559 0.000093
0.248047 -0.000000
0.248535 -0.000094
0.249023 -0.000083
0.249512 -0.000075
0.250000 0.000029
0.250488 0.000052
0.250977 -0.000008
0.251465 0.000007
0.251953 0.000056
0.252441 -0.000019
0.252930 0.000041
0.253418 0.000127
0.253906 0.000052
0.254395 0.000100
0.254883 0.000007
0.255371 0.000037
0.255859 0.000015
0.256348 -0.000150
0.256836 0.000115
0.257324 -0.000008
0.257813 -0.000240
0.258301 -0.000034
0.258789 0.000067
0.259277 0.000097
0.259766 -0.000012
0.260254 -0.000008
0.260742 0.000018
0.261230 -0.000023
0.261719 0.000067
0.262207 0.000127
0.262695 0.000056
0.263184 -0.000113
0.263672 0.000059
0.264160 0.000115
0.264648 -0.000000
0.265137 0.000134
0.265625 0.000007
0.266113 -0.000165
0.266602 0.000018
0.267090 0.000026
0.267578 -0.000165
0.268066 -0.000030
0.268555 -0.000004
0.269043 0.000015
0.269531 0.000059
0.270020 -0.000030
0.270508 0.000074
0.270996 0.000168
0.271484 0.000123
0.271973 -0.000027
0.272461 0.000026
0.272949 -0.000034
0.273438 -0.000161
0.273926 -0.000000
0.274414 0.000015
0.274902 0.000112
0.275391 0.000086
0.275879 -0.000023
0.276367 0.000056
0.276855 0.000037
0.277344 -0.000027
0.277832 -0.000154
0.278320 0.000033
0.278809 0.000086
0.279297 -0.000258
0.279785 -0.000064
0.280273 0.000041
0.280762 -0.000068
0.281250 0.000044
0.281738 0.000052
0.282227 0.000029
0.282715 -0.000045
0.283203 0.000018
0.283691 -0.000038
0.284180 -0.000008
0.284668 0.000119
0.285156 -0.000053
0.285645 0.000015
0.286133 0.000007
0.286621 -0.000135
0.287109 -0.000015
0.287598 0.000104
0.288086 -0.000030
0.288574 -0.000127
0.289063 -0.000027
0.289551 0.000011
0.290039 0.000123
0.290527 0.000160
0.291016 0.000011
0.291504 0.000015
0.291992 0.000145
0.292480 0.000078
0.292969 0.000033
0.293457 0.000160
0.293945 0.000052
0.294434 -0.000090
0.294922 -0.000038
0.295410 -0.000210
0.295898 -0.000127
0.296387 0.000138
0.296875 -0.000150
0.297363 -0.000191
0.297852 0.000037
0.298340 0.000097
0.298828 -0.000056
0.299316 -0.000105
0.299805 0.000097
0.300293 -0.000000
0.300781 0.000044
0.301270 0.000015
0.301758 -0.000027
0.302246 -0.000015
0.302734 -0.000045
0.303223 0.000071
0.303711 -0.000023
0.304199 -0.000015
0.304688 -0.000135
0.305176 -0.000015
0.305664 0.000115
0.306152 -0.000180
0.306641 -0.000071
0.307129 0.000044
0.307617 -0.000038
0.308105 -0.000068
0.308594 -0.000019
0.309082 -0.000068
0.309570 -0.000154
0.310059 -0.000064
0.310547 0.000052
0.311035 0.000007
0.311523 -0.000094
0.312012 -0.000008
0.312500 -0.000053
0.312988 -0.000038
0.313477 0.000104
0.313965 0.000029
0.314453 0.000026
0.314941 0.000108
0.315430 0.000089
0.315918 -0.000094
0.316406 -0.000150
0.316895 -0.000038
0.317383 -0.000056
0.317871 0.000022
0.318359 0.000011
0.318848 -0.000019
0.319336 -0.000090
0.319824 -0.000109
0.320313 0.000220
0.320801 -0.000012
0.321289 -0.000139
0.321777 0.000093
0.322266 -0.000056
0.322754 -0.000068
0.323242 -0.000075
0.323730 -0.000135
0.324219 -0.000113
0.324707 0.000003
0.325195 -0.000004
0.325684 -0.000113
0.326172 0.000037
0.326660 0.000078
0.327148 -0.000004
0.327637 -0.000023
0.328125 0.000037
0.328613 0.000011
0.329102 -0.000034
0.329590 0.000086
0.330078 0.000100
0.330566 0.000063
0.331055 -0.000015
0.331543 0.000048
0.332031 -0.000000
0.332520 -0.000068
0.333008 0.000089
0.333496 -0.000045
0.333984 -0.000030
0.334473 0.000037
0.334961 -0.000034
0.335449 0.000007
0.335938 -0.000053
0.336426 0.000029
0.336914 0.000149
0.337402 0.000044
0.337891 0.000026
0.338379 0.000086
0.338867 -0.000056
0.339355 -0.000090
0.339844 -0.000038
0.340332 -0.000049
0.340820 0.000018
0.341309 -0.000045
0.341797 -0.000086
0.342285 0.000044
0.342773 0.000011
0.343262 -0.000090
0.343750 -0.000027
0.344238 -0.000056
0.344727 -0.000023
0.345215 0.000041
0.345703 0.000033
0.346191 0.000059
0.346680 -0.000038
0.347168 -0.000004
0.347656 0.000097
0.348145 0.000037
0.348633 -0.000064
0.349121 0.000033
0.349609 0.000112
0.350098 -0.000027
0.350586 0.000018
0.351074 0.000033
0.351563 -0.000120
0.352051 -0.000169
0.352539 -0.000019
0.353027 0.000127
0.353516 0.000033
0.354004 0.000022
0.354492 0.000059
0.354980 -0.000008
0.355469 0.000048
0.355957 -0.000004
0.356445 0.000018
0.356934 0.000115
0.357422 -0.000064
0.357910 -0.000034
0.358398 0.000026
0.358887 -0.000105
0.359375 -0.000027
0.359863 -0.000008
0.360352 -0.000086
0.360840 -0.000000
0.361328 0.000104
0.361816 0.000007
0.362305 -0.000004
0.362793 0.000007
0.363281 -0.000098
0.363770 0.000100
0.364258 -0.000004
0.364746 -0.000303
0.365234 -0.000045
0.365723 0.000130
0.366211 -0.000038
0.366699 -0.000064
0.367188 0.000130
0.367676 0.000044
0.368164 -0.000042
0.368652 0.000071
0.369141 -0.000000
0.369629 0.000059
0.370117 -0.000008
0.370605 -0.000053
0.371094 0.000071
0.371582 -0.000000
0.372070 0.000086
0.372559 0.000142
0.373047 0.000100
0.373535 0.000059
0.374023 0.000015
0.374512 0.000052
0.375000 0.000142
0.375488 0.000089
0.375977 -0.000038
0.376465 0.000037
0.376953 0.000015
0.377441 0.000011
0.377930 0.000033
0.378418 0.000056
0.378906 0.000160
0.379395 0.000093
0.379883 -0.000027
0.380371 -0.000038
0.380859 0.000097
0.381348 0.000153
0.381836 0.000078
0.382324 0.000015
0.382813 0.000033
0.383301 0.000112
0.383789 -0.000027
0.384277 0.000022
0.384766 0.000175
0.385254 0.000074
0.385742 0.000123
0.386230 0.000015
0.386719 -0.000120
0.387207 -0.000060
0.387695 -0.000101
0.388184 -0.000198
0.388672 -0.000169
0.389160 -0.000090
0.389648 -0.000034
0.390137 0.000048
0.390625 -0.000049
0.391113 0.000067
0.391602 0.000093
0.392090 -0.000008
0.392578 0.000033
0.393066 -0.000090
0.393555 0.000003
0.394043 0.000089
0.394531 0.000074
0.395020 0.000097
0.395508 0.000097
0.395996 -0.000004
0.396484 -0.000165
0.396973 -0.000071
0.397461 -0.000015
0.397949 -0.000116
0.398438 -0.000030
0.398926 0.000067
0.399414 0.000011
0.399902 0.000026
0.400391 0.000074
0.400879 0.000044
0.401367 0.000037
0.401855 0.000037
0.402344 -0.000008
0.402832 0.000011
0.403320 0.000015
0.403809 -0.000094
0.404297 -0.000086
0.404785 0.000089
0.405273 0.000078
0.405762 -0.000000
0.406250 0.000059
0.406738 -0.000008
0.407227 -0.000004
0.407715 -0.000030
0.408203 -0.000042
0.408691 0.000112
0.409180 -0.000015
0.409668 0.000037
0.410156 0.000104
0.410645 -0.000157
0.411133 -0.000060
0.411621 0.000007
0.412109 0.000022
0.412598 0.000015
0.413086 -0.000083
0.413574 0.000082
0.414063 -0.000023
0.414551 -0.000023
0.415039 0.000074
0.415527 -0.000053
0.416016 -0.000019
0.416504 0.000033
0.416992 0.000082
0.417480 -0.000000
0.417969 0.000029
0.418457 -0.000000
0.418945 -0.000008
0.419434 0.000205
0.419922 0.000089
0.420410 0.000011
0.420898 0.000056
0.421387 0.000186
0.421875 0.000149
0.422363 -0.000034
0.422852 0.000056
0.423340 0.000048
0.423828 0.000003
0.424316 -0.000008
0.424805 0.000119
0.425293 0.000059
0.425781 -0.000094
0.426270 0.000011
0.426758 0.000048
0.427246 0.000134
0.427734 -0.000113
0.428223 -0.000198
0.428711 0.000130
0.429199 0.000142
0.429688 0.000086
0.430176 0.000007
0.430664 0.000074
0.431152 0.000175
0.431641 0.000074
0.432129 0.000123
0.432617 0.000022
0.433105 -0.000038
0.433594 0.000093
0.434082 0.000052
0.434570 0.000067
0.435059 0.000029
0.435547 0.000026
0.436035 0.000063
0.436523 0.000015
0.437012 -0.000038
0.437500 -0.000105
0.437988 -0.000019
0.438477 0.000130
0.438965 0.000074
0.439453 -0.000004
0.439941 0.000093
0.440430 0.000078
0.440918 0.000059
0.441406 0.000093
0.441895 0.000022
0.442383 -0.000060
0.442871 -0.000053
0.443359 -0.000000
0.443848 0.000052
0.444336 0.000130
0.444824 -0.000083
0.445313 -0.000105
0.445801 0.000052
0.446289 -0.000071
0.446777 0.000026
0.447266 0.000037
0.447754 0.000007
0.448242 0.000071
0.448730 -0.000049
0.449219 -0.000034
0.449707 0.000018
0.450195 0.000104
0.450684 0.000026
0.451172 -0.000030
0.451660 0.000134
0.452148 -0.000064
0.452637 -0.000139
0.453125 -0.000008
0.453613 0.000044
0.454102 0.000115
0.454590 0.000044
0.455078 -0.000015
0.455566 -0.000034
0.456055 0.000011
0.456543 -0.000056
0.457031 -0.000071
0.457520 0.000041
0.458008 -0.000030
0.458496 0.000071
0.458984 0.000157
0.459473 0.000205
0.459961 0.000160
0.460449 -0.000030
0.460938 0.000003
0.461426 0.000018
0.461914 0.000048
0.462402 0.000003
0.462891 -0.000116
0.463379 -0.000015
0.463867 0.000078
0.464355 -0.000038
0.464844 -0.000109
0.465332 -0.000071
0.465820 0.000108
0.466309 0.000134
0.466797 -0.000071
0.467285 0.000115
0.467773 0.000134
0.468262 -0.000027
0.468750 -0.000056
0.469238 -0.000000
0.469727 0.000074
0.470215 -0.000135
0.470703 0.000037
0.471191 -0.000015
0.471680 -0.000254
0.472168 -0.000113
0.472656 -0.000210
0.473145 -0.000120
0.473633 -0.000034
0.474121 -0.000135
0.474609 -0.000019
0.475098 0.000026
0.475586 -0.000053
0.476074 0.000015
0.476563 0.000138
0.477051 -0.000012
0.477539 -0.000090
0.478027 0.000115
0.478516 -0.000015
0.479004 -0.000139
0.479492 -0.000049
0.479980 -0.000053
0.480469 0.000093
0.480957 0.000063
0.481445 -0.000019
0.481934 -0.000000
0.482422 0.000033
0.482910 -0.000012
0.483398 -0.000023
0.483887 0.000086
0.484375 0.000037
0.484863 0.000157
0.485352 0.000011
0.485840 -0.000068
0.486328 0.000086
0.486816 -0.000042
0.487305 -0.000034
0.487793 -0.000030
0.488281 0.000029
0.488770 -0.000027
0.489258 -0.000131
0.489746 -0.000064
0.490234 0.000007
0.490723 0.000059
0.491211 -0.000075
0.491699 0.000026
0.492188 -0.000038
0.492676 -0.000023
0.493164 0.000145
0.493652 -0.000142
0.494141 -0.000064
0.494629 0.000037
0.495117 -0.000023
0.495605 -0.000008
0.496094 0.000007
0.496582 0.000108
0.497070 0.000123
0.497559 0.000022
0.498047 -0.000053
0.498535 0.000157
0.499023 -0.000068
0.499512 -0.000202
0.500000 0.000018
0.500488 -0.000191
0.500977 -0.000094
0.501465 -0.000012
0.501953 -0.000068
0.502441 0.000130
0.502930 0.000029
0.503418 -0.000060
0.503906 0.000149
0.504395 0.000145
0.504883 -0.000116
0.505371 -0.000083
0.505859 0.000149
0.506348 0.000026
0.506836 -0.000101
0.507324 0.000011
0.507813 -0.000030
0.508301 -0.000027
0.508789 -0.000000
0.509277 0.000041
0.509766 0.000041
0.510254 -0.000064
0.510742 0.000029
0.511230 0.000071
0.511719 0.000089
0.512207 0.000052
0.512695 -0.000109
0.513184 0.000022
0.513672 0.000093
0.514160 -0.000127
0.514648 0.000011
0.515137 0.000168
0.515625 0.000003
0.516113 0.000029
0.516602 0.000007
0.517090 -0.000113
0.517578 -0.000127
0.518066 -0.000034
0.518555 -0.000000
0.519043 -0.000075
0.519531 0.000078
0.520020 0.000108
0.520508 -0.000079
0.520996 -0.000049
0.521484 0.000082
0.521973 -0.000019
0.522461 -0.000180
0.522949 -0.000012
0.523438 0.000071
0.523926 -0.000015
0.524414 0.000022
0.524902 0.000026
0.525391 -0.000015
0.525879 0.000022
0.526367 0.000074
0.526855 -0.000038
0.527344 -0.000015
0.527832 0.000063
0.528320 -0.000056
0.528809 -0.000071
0.529297 0.000022
0.529785 -0.000012
0.530273 -0.000165
0.530762 -0.000030
0.531250 0.000059
0.531738 -0.000042
0.532227 0.000104
0.532715 0.000115
0.533203 0.000029
0.533691 0.000037
0.534180 0.000041
0.534668 0.000011
0.535156 -0.000023
0.535645 0.000018
0.536133 -0.000056
0.536621 -0.000023
0.537109 -0.000015
0.537598 -0.000049
0.538086 -0.000008
0.538574 -0.000150
0.539063 0.000082
0.539551 0.000224
0.540039 -0.000079
0.540527 -0.000023
0.541016 -0.000027
0.541504 -0.000023
0.541992 0.000071
0.542480 -0.000045
0.542969 0.000033
0.543457 -0.000034
0.543945 -0.000090
0.544434 0.000048
0.544922 -0.000008
0.545410 -0.000083
0.545898 -0.000068
0.546387 -0.000008
0.546875 -0.000071
0.547363 -0.000150
0.547852 -0.000090
0.548340 -0.000060
0.548828 -0.000042
0.549316 0.000052
0.549805 0.000029
0.550293 -0.000053
0.550781 0.000100
0.551270 0.000044
0.551758 -0.000135
0.552246 -0.000004
0.552734 -0.000071
0.553223 -0.000105
0.553711 0.000044
0.554199 0.000015
0.554688 -0.000083
0.555176 -0.000131
0.555664 0.000037
0.556152 0.000059
0.556641 -0.000056
0.557129 0.000044
0.557617 0.000007
0.558105 -0.000079
0.558594 -0.000150
0.559082 -0.000210
0.559570 0.000007
0.560059 -0.000034
0.560547 -0.000172
0.561035 -0.000045
0.561523 0.000022
0.562012 0.000082
0.562500 -0.000030
0.562988 -0.000098
0.563477 -0.000030
0.563965 0.000022
0.564453 -0.000019
0.564941 -0.000142
0.565430 -0.000008
0.565918 0.000059
0.566406 0.000063
0.566895 0.000119
0.567383 -0.000042
0.567871 -0.000004
0.568359 0.000115
0.568848 -0.000049
0.569336 -0.000083
0.569824 -0.000027
0.570313 0.000071
0.570801 0.000134
0.571289 0.000015
0.571777 -0.000083
0.572266 -0.000146
0.572754 -0.000187
0.573242 -0.000169
0.573730 -0.000101
0.574219 -0.000075
0.574707 -0.000083
0.575195 -0.000012
0.575684 0.000026
0.576172 -0.000015
0.576660 0.000078
0.577148 0.000063
0.577637 -0.000034
0.578125 -0.000056
0.578613 -0.000090
0.579102 0.000033
0.579590 -0.000079
0.580078 -0.000101
0.580566 0.000138
0.581055 0.000104
0.581543 0.000067
0.582031 -0.000060
0.582520 0.000022
0.583008 0.000100
0.583496 -0.000027
0.583984 0.000115
0.584473 -0.000079
0.584961 -0.000154
0.585449 0.000044
0.585938 0.000015
0.586426 0.000157
0.586914 0.000164
0.587402 0.000037
0.587891 -0.000060
0.588379 -0.000030
0.588867 0.000149
0.589355 0.000026
0.589844 -0.000131
0.590332 -0.000045
0.590820 0.000022
0.591309 0.000029
0.591797 0.000029
0.592285 -0.000056
0.592773 -0.000019
0.593262 0.000018
0.593750 -0.000012
0.594238 0.000093
0.594727 0.000018
0.595215 0.000067
0.595703 0.000033
0.596191 -0.000045
0.596680 0.000123
0.597168 -0.000105
0.597656 0.000022
0.598145 0.000130
0.598633 -0.000068
0.599121 0.000067
0.599609 -0.000042
0.600098 0.000007
0.600586 0.000093
0.601074 0.000097
0.601563 0.000041
0.602051 -0.000180
0.602539 0.000033
0.603027 0.000089
0.603516 -0.000105
0.604004 0.000089
0.604492 0.000018
0.604980 -0.000101
0.605469 0.000033
0.605957 -0.000146
0.606445 0.000082
0.606934 0.000078
0.607422 -0.000094
0.607910 0.000074
0.608398 -0.000094
0.608887 0.000026
0.609375 -0.000090
0.609863 -0.000281
0.610352 -0.000086
0.610840 0.000071
0.611328 0.000112
0.611816 -0.000127
0.612305 -0.000045
0.612793 0.000026
0.613281 -0.000079
0.613770 -0.000042
0.614258 -0.000116
0.614746 -0.000012
0.615234 0.000130
0.615723 -0.000064
0.616211 -0.000120
0.616699 0.000007
0.617188 -0.000090
0.617676 -0.000060
0.618164 0.000015
0.618652 -0.000019
0.619141 0.000048
0.619629 -0.000120
0.620117 -0.000120
0.620605 0.000026
0.621094 -0.000000
0.621582 0.000078
0.622070 0.000104
0.622559 0.000119
0.623047 -0.000049
0.623535 -0.000038
0.624023 0.000100
0.624512 -0.000127
0.625000 -0.000056
0.625488 0.000011
0.625977 -0.000000
0.626465 0.000194
0.626953 0.000033
0.627441 -0.000019
0.627930 0.000037
0.628418 0.000044
0.628906 0.000142
0.629395 -0.000068
0.629883 0.000026
0.630371 0.000059
0.630859 -0.000015
0.631348 0.000209
0.631836 0.000018
0.632324 0.000115
0.632813 0.000145
0.633301 -0.000180
0.633789 -0.000060
0.634277 -0.000056
0.634766 -0.000105
0.635254 0.000018
0.635742 0.000011
0.636230 -0.000056
0.636719 0.000037
0.637207 0.000123
0.637695 0.000112
0.638184 0.000067
0.638672 -0.000038
0.639160 0.000056
0.639648 -0.000015
0.640137 0.000018
0.640625 0.000138
0.641113 -0.000079
0.641602 -0.000064
0.642090 -0.000127
0.642578 -0.000012
0.643066 -0.000027
0.643555 -0.000165
0.644043 0.000100
0.644531 0.000037
0.645020 0.000074
0.645508 -0.000030
0.645996 -0.000034
0.646484 0.000205
0.646973 0.000011
0.647461 0.000026
0.647949 0.000112
0.648438 0.000063
